incident_id,timestamp,customer_id,session_id,device_type,traffic_source,country,region,customer_segment,order_value,currency,payment_method,card_network,payment_attempt_number,payment_failure_reason,friction_type,baseline_conversion_probability,predicted_probability,model_confidence,treatment_group,intervention_type,discount_percent,discount_amount,expected_net_income,intervention_cost,recovered,recovered_gmv,incremental_gmv,revenue_saved,time_to_recovery_seconds,model_version,experiment_id
CHK_008143,2026-08-20T23:03:59Z,CUST_001585,SES_47870952,mobile,organic,IN,WB,returning,11100.0,INR,upi,None,1,authentication_failure,technical,0.085,0.365,0.89,treatment,payment_retry,0.0,0.0,1421.89,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008144,2026-08-20T23:10:06Z,CUST_000826,SES_48961023,tablet,direct,IN,MH,new,2650.0,INR,upi,None,2,authentication_failure,technical,0.052,0.265,0.82,treatment,payment_retry,0.0,0.0,327.49,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008145,2026-08-20T23:28:11Z,CUST_001803,SES_29904644,desktop,direct,IN,UP,returning,14100.0,INR,bnpl,None,1,customer_abandonment,price,0.078,0.282,0.76,treatment,personalized_offer,0.0,0.0,1684.29,10.0,1,14100.0,10642.06,5348.0,433,v4.3.0-prod,EXP_003
CHK_008146,2026-08-21T00:15:39Z,CUST_001339,SES_25147555,mobile,direct,IN,MH,returning,5550.0,INR,upi,None,1,technical_error,technical,0.08,0.296,0.86,treatment,payment_retry,0.0,0.0,666.18,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008147,2026-08-21T01:07:09Z,CUST_000026,SES_28587776,mobile,direct,IN,DL,new,1250.0,INR,upi,None,1,technical_error,technical,0.035,0.209,0.86,treatment,payment_retry,0.0,0.0,137.91,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008148,2026-08-21T01:40:05Z,CUST_003591,SES_20145280,tablet,paid_search,IN,DL,new,1050.0,INR,credit_card,Mastercard,2,bank_decline,payment,0.022,0.256,0.84,treatment,alternative_payment,0.0,0.0,148.0,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008149,2026-08-21T01:49:26Z,CUST_001776,SES_55543601,mobile,paid_search,IN,DL,new,2850.0,INR,upi,None,1,authentication_failure,technical,0.04,0.205,0.82,treatment,payment_retry,0.0,0.0,312.65,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008150,2026-08-21T06:04:14Z,CUST_001170,SES_89616142,desktop,social,IN,DL,new,2500.0,INR,upi,None,1,authentication_failure,technical,0.046,0.347,0.92,treatment,payment_retry,0.0,0.0,304.77,20.0,1,2500.0,2118.38,930.0,300,v4.3.0-prod,EXP_003
CHK_008151,2026-08-21T07:26:08Z,CUST_004814,SES_84714273,desktop,paid_search,IN,GJ,new,1400.0,INR,upi,None,1,customer_abandonment,price,0.033,0.208,0.76,treatment,urgency_message,0.0,0.0,160.19,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008152,2026-08-21T08:23:21Z,CUST_003309,SES_96028524,desktop,direct,IN,KA,returning,20400.0,INR,upi,None,1,customer_abandonment,price,0.078,0.377,0.78,treatment,personalized_offer,0.0,0.0,2743.11,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008153,2026-08-21T08:27:15Z,CUST_000139,SES_79776605,desktop,social,IN,UP,new,3550.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.033,0.376,0.83,treatment,6_percent_discount,0.06,213.0,568.21,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008154,2026-08-21T09:03:22Z,CUST_001874,SES_14556006,mobile,paid_search,IN,MH,new,4350.0,INR,upi,None,1,authentication_failure,technical,0.04,0.051,0.83,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008155,2026-08-21T09:06:43Z,CUST_000966,SES_22034090,desktop,direct,IN,TN,high_value,26000.0,INR,upi,None,1,customer_abandonment,price,0.068,0.356,0.86,treatment,6_percent_discount,0.06,1560.0,4000.66,25.0,1,24440.0,20200.57,8295.0,45,v4.3.0-prod,EXP_003
CHK_008156,2026-08-21T09:25:50Z,CUST_001319,SES_94806001,mobile,email,IN,DL,returning,1150.0,INR,upi,None,1,insufficient_funds,payment,0.055,0.385,0.87,treatment,alternative_payment,0.0,0.0,164.62,20.0,1,1150.0,979.87,417.0,117,v4.3.0-prod,EXP_003
CHK_008157,2026-08-21T09:38:05Z,CUST_001102,SES_23193822,mobile,organic,IN,GJ,returning,2850.0,INR,debit_card,RuPay,1,insufficient_funds,payment,0.055,0.038,0.93,control,none,0.0,0.0,0.0,0.0,1,2850.0,0.0,1083.0,178,v4.3.0-prod,EXP_003
CHK_008158,2026-08-21T09:39:46Z,CUST_001888,SES_67087913,mobile,paid_search,IN,UP,returning,2100.0,INR,upi,None,1,authentication_failure,technical,0.085,0.32,0.88,treatment,payment_retry,0.0,0.0,254.35,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008159,2026-08-21T09:43:49Z,CUST_000783,SES_53993404,mobile,organic,IN,TG,new,2100.0,INR,net_banking,None,2,insufficient_funds,payment,0.018,0.256,0.85,treatment,personalized_offer,0.0,0.0,303.88,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008160,2026-08-21T09:57:19Z,CUST_001175,SES_16713635,mobile,email,IN,DL,returning,1350.0,INR,net_banking,None,1,customer_abandonment,price,0.072,0.452,0.82,treatment,8_percent_discount,0.08,108.0,205.44,25.0,1,1242.0,1030.21,380.0,173,v4.3.0-prod,EXP_003
CHK_008161,2026-08-21T10:13:41Z,CUST_000965,SES_88323156,mobile,organic,IN,MH,returning,1600.0,INR,upi,None,2,technical_error,technical,0.088,0.106,0.94,control,none,0.0,0.0,0.0,0.0,1,1600.0,0.0,608.0,666,v4.3.0-prod,EXP_003
CHK_008162,2026-08-21T10:14:16Z,CUST_001776,SES_62535190,mobile,paid_search,IN,DL,new,1350.0,INR,upi,None,1,technical_error,technical,0.035,0.252,0.87,treatment,payment_retry,0.0,0.0,161.19,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008163,2026-08-21T10:17:33Z,CUST_001995,SES_23981911,mobile,social,IN,MH,new,11700.0,INR,upi,None,1,technical_error,technical,0.035,0.278,0.93,treatment,payment_retry,0.0,0.0,1403.15,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008164,2026-08-21T10:30:59Z,CUST_001231,SES_63175392,mobile,direct,IN,MH,new,2300.0,INR,upi,None,1,customer_abandonment,price,0.027,0.424,0.81,treatment,8_percent_discount,0.08,184.0,345.89,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008165,2026-08-21T10:38:00Z,CUST_004761,SES_60584893,desktop,paid_search,IN,GJ,returning,3350.0,INR,upi,None,1,customer_abandonment,price,0.078,0.409,0.86,treatment,4_percent_discount,0.04,134.0,503.46,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008166,2026-08-21T10:45:02Z,CUST_001401,SES_96706474,desktop,paid_search,IN,KA,returning,6150.0,INR,upi,None,1,customer_abandonment,price,0.078,0.282,0.79,treatment,personalized_offer,0.0,0.0,817.45,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008167,2026-08-21T10:45:26Z,CUST_000674,SES_58656595,mobile,organic,IN,DL,new,1900.0,INR,net_banking,None,1,insufficient_funds,payment,0.012,0.185,0.94,treatment,personalized_offer,0.0,0.0,274.93,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008168,2026-08-21T10:50:13Z,CUST_002044,SES_35094446,mobile,paid_search,IN,MH,new,3000.0,INR,credit_card,Mastercard,1,bank_decline,payment,0.012,0.022,0.83,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008169,2026-08-21T10:59:19Z,CUST_001398,SES_55256460,mobile,social,IN,MH,price_sensitive,2650.0,INR,upi,None,2,authentication_failure,technical,0.045,0.308,0.92,treatment,payment_retry,0.0,0.0,307.74,20.0,1,2650.0,2265.6,987.0,170,v4.3.0-prod,EXP_003
CHK_008170,2026-08-21T11:02:04Z,CUST_000336,SES_47210941,mobile,organic,IN,MH,high_value,36700.0,INR,wallet,None,1,technical_error,technical,0.07,0.393,0.94,treatment,payment_retry,0.0,0.0,5019.72,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008171,2026-08-21T11:22:38Z,CUST_001330,SES_67095022,desktop,social,IN,KA,price_sensitive,2250.0,INR,credit_card,Visa,1,expired_card,payment,0.018,0.228,0.85,treatment,alternative_payment,0.0,0.0,266.03,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008172,2026-08-21T11:25:35Z,CUST_001961,SES_25990313,mobile,paid_search,IN,MH,new,2500.0,INR,upi,None,1,customer_abandonment,price,0.027,0.246,0.88,treatment,2_percent_discount,0.02,50.0,399.98,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008173,2026-08-21T11:32:53Z,CUST_000196,SES_10905884,desktop,social,IN,DL,new,1950.0,INR,upi,None,1,authentication_failure,technical,0.046,0.291,0.92,treatment,payment_retry,0.0,0.0,230.88,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008174,2026-08-21T11:34:16Z,CUST_002759,SES_47477685,desktop,direct,IN,TN,returning,1500.0,INR,bnpl,None,1,customer_abandonment,price,0.078,0.447,0.84,treatment,6_percent_discount,0.06,90.0,269.91,25.0,1,1410.0,1162.21,455.0,256,v4.3.0-prod,EXP_003
CHK_008175,2026-08-21T11:36:57Z,CUST_002367,SES_74567056,mobile,paid_search,IN,DL,new,5750.0,INR,bnpl,None,2,technical_error,technical,0.043,0.163,0.86,treatment,personalized_offer,0.0,0.0,767.17,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008176,2026-08-21T11:37:05Z,CUST_004895,SES_23205860,desktop,direct,IN,DL,returning,1650.0,INR,upi,None,1,authentication_failure,technical,0.088,0.278,0.85,treatment,payment_retry,0.0,0.0,220.06,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008177,2026-08-21T11:39:43Z,CUST_000852,SES_91491121,mobile,organic,IN,MH,new,3750.0,INR,upi,None,3,technical_error,technical,0.043,0.039,0.86,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008178,2026-08-21T11:53:38Z,CUST_004300,SES_99454772,desktop,direct,IN,GJ,returning,6300.0,INR,upi,None,1,customer_abandonment,price,0.078,0.357,0.78,treatment,personalized_offer,0.0,0.0,765.81,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008179,2026-08-21T12:02:03Z,CUST_001824,SES_85573703,desktop,paid_search,IN,MH,new,4550.0,INR,debit_card,RuPay,2,bank_decline,payment,0.024,0.277,0.88,treatment,alternative_payment,0.0,0.0,676.29,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008180,2026-08-21T12:11:11Z,CUST_001601,SES_67702824,desktop,paid_search,IN,KA,new,7300.0,INR,debit_card,Visa,3,bank_decline,payment,0.024,0.365,0.87,treatment,alternative_payment,0.0,0.0,1007.67,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008181,2026-08-21T12:21:05Z,CUST_004788,SES_52110345,mobile,organic,IN,KA,high_value,42000.0,INR,upi,None,1,customer_abandonment,price,0.062,0.415,0.84,treatment,6_percent_discount,0.06,2520.0,6434.48,25.0,1,39480.0,33598.04,13415.0,112,v4.3.0-prod,EXP_003
CHK_008182,2026-08-21T12:22:50Z,CUST_000729,SES_59694666,mobile,paid_search,IN,DL,returning,9400.0,INR,debit_card,RuPay,2,authentication_failure,technical,0.088,0.332,0.83,treatment,payment_retry,0.0,0.0,1231.44,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008183,2026-08-21T12:23:26Z,CUST_000749,SES_65537550,desktop,social,IN,KA,new,8150.0,INR,net_banking,None,1,technical_error,technical,0.041,0.358,0.9,treatment,payment_retry,0.0,0.0,1027.55,20.0,1,8150.0,6898.73,3077.0,404,v4.3.0-prod,EXP_003
CHK_008184,2026-08-21T12:24:45Z,CUST_001918,SES_65562821,mobile,social,IN,UP,new,2850.0,INR,upi,None,1,authentication_failure,technical,0.04,0.301,0.85,treatment,payment_retry,0.0,0.0,341.83,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008185,2026-08-21T12:24:47Z,CUST_001763,SES_39864982,mobile,social,IN,UP,new,6750.0,INR,credit_card,Mastercard,2,customer_abandonment,price,0.035,0.464,0.83,treatment,6_percent_discount,0.06,405.0,1020.23,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008186,2026-08-21T12:25:07Z,CUST_001821,SES_24680883,mobile,organic,IN,TN,high_value,31800.0,INR,upi,None,1,authentication_failure,technical,0.075,0.272,0.9,treatment,payment_retry,0.0,0.0,3855.89,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008187,2026-08-21T12:45:43Z,CUST_001407,SES_85792754,desktop,social,IN,KA,new,2000.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.033,0.333,0.85,treatment,4_percent_discount,0.04,80.0,295.39,25.0,1,1920.0,1751.81,655.0,156,v4.3.0-prod,EXP_003
CHK_008188,2026-08-21T12:47:59Z,CUST_004982,SES_92692985,tablet,paid_search,IN,TG,price_sensitive,1250.0,INR,upi,None,1,authentication_failure,technical,0.041,0.194,0.88,treatment,personalized_offer,0.0,0.0,152.85,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008189,2026-08-21T12:50:51Z,CUST_002375,SES_83970176,mobile,paid_search,IN,KA,new,1800.0,INR,upi,None,1,authentication_failure,technical,0.04,0.301,0.91,treatment,payment_retry,0.0,0.0,205.67,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008190,2026-08-21T12:51:21Z,CUST_002583,SES_87508910,desktop,organic,IN,MH,new,3750.0,INR,debit_card,Visa,2,expired_card,payment,0.029,0.231,0.91,treatment,urgency_message,0.0,0.0,450.03,10.0,1,3750.0,3069.98,1415.0,139,v4.3.0-prod,EXP_003
CHK_008191,2026-08-21T12:57:34Z,CUST_001371,SES_81103391,desktop,direct,IN,TG,returning,950.0,INR,upi,None,1,authentication_failure,technical,0.088,0.265,0.88,treatment,personalized_offer,0.0,0.0,121.29,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008192,2026-08-21T13:18:21Z,CUST_000508,SES_51971512,mobile,organic,IN,UP,new,5800.0,INR,upi,None,2,authentication_failure,technical,0.048,0.312,0.93,treatment,payment_retry,0.0,0.0,709.03,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008193,2026-08-21T13:24:57Z,CUST_003112,SES_67432793,mobile,paid_search,IN,MH,returning,3150.0,INR,credit_card,RuPay,2,customer_abandonment,price,0.08,0.391,0.82,treatment,8_percent_discount,0.08,252.0,463.1,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008194,2026-08-21T13:25:32Z,CUST_001682,SES_69818654,mobile,paid_search,IN,KA,new,9250.0,INR,credit_card,Visa,1,customer_abandonment,price,0.027,0.362,0.85,treatment,6_percent_discount,0.06,555.0,1408.45,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008195,2026-08-21T13:30:43Z,CUST_000859,SES_49814805,desktop,organic,IN,MH,returning,18800.0,INR,upi,None,1,authentication_failure,technical,0.088,0.096,0.84,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008196,2026-08-21T14:03:45Z,CUST_000155,SES_28719556,mobile,direct,IN,MH,returning,2600.0,INR,upi,None,3,technical_error,technical,0.088,0.192,0.86,treatment,alternative_payment,0.0,0.0,295.09,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008197,2026-08-21T14:40:26Z,CUST_000081,SES_60780790,mobile,email,IN,KA,returning,7450.0,INR,credit_card,Mastercard,3,bank_decline,payment,0.063,0.363,0.94,treatment,alternative_payment,0.0,0.0,1127.15,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008198,2026-08-21T15:23:42Z,CUST_001174,SES_77938841,mobile,paid_search,IN,KA,new,3300.0,INR,credit_card,Mastercard,2,authentication_failure,technical,0.048,0.043,0.92,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008199,2026-08-21T15:33:12Z,CUST_000803,SES_98698712,desktop,email,IN,MH,new,3000.0,INR,credit_card,Visa,1,bank_decline,payment,0.016,0.021,0.89,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008200,2026-08-21T15:51:25Z,CUST_000014,SES_42541073,desktop,organic,IN,MH,returning,5300.0,INR,wallet,None,1,customer_abandonment,price,0.078,0.447,0.81,treatment,8_percent_discount,0.08,424.0,859.49,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008201,2026-08-21T16:01:15Z,CUST_000044,SES_45426144,desktop,email,IN,MH,returning,6800.0,INR,credit_card,RuPay,3,authentication_failure,technical,0.088,0.325,0.89,treatment,payment_retry,0.0,0.0,911.58,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008202,2026-08-21T16:03:43Z,CUST_001638,SES_78445605,desktop,organic,IN,KA,high_value,39600.0,INR,credit_card,Mastercard,3,customer_abandonment,price,0.076,0.35,0.81,treatment,personalized_offer,0.0,0.0,5994.03,10.0,1,39600.0,31647.08,15038.0,104,v4.3.0-prod,EXP_003
CHK_008203,2026-08-21T16:29:30Z,CUST_001568,SES_12526186,mobile,referral,IN,GJ,new,3500.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.027,0.432,0.83,treatment,6_percent_discount,0.06,210.0,532.8,25.0,1,3290.0,3080.27,1095.0,569,v4.3.0-prod,EXP_003
CHK_008204,2026-08-21T16:32:21Z,CUST_001069,SES_54866750,mobile,organic,IN,TG,returning,4700.0,INR,credit_card,Visa,1,customer_abandonment,price,0.072,0.186,0.75,treatment,urgency_message,0.0,0.0,583.09,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008205,2026-08-21T16:40:21Z,CUST_004425,SES_58978451,mobile,paid_search,IN,DL,new,1600.0,INR,upi,None,2,insufficient_funds,payment,0.018,0.283,0.88,treatment,alternative_payment,0.0,0.0,263.91,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008206,2026-08-21T16:53:00Z,CUST_000482,SES_11062842,mobile,organic,IN,WB,new,3950.0,INR,upi,None,1,authentication_failure,technical,0.04,0.267,0.91,treatment,payment_retry,0.0,0.0,446.91,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008207,2026-08-21T16:55:42Z,CUST_001453,SES_79449623,mobile,paid_search,IN,KA,new,6250.0,INR,upi,None,2,customer_abandonment,price,0.035,0.266,0.78,treatment,personalized_offer,0.0,0.0,912.92,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008208,2026-08-21T16:58:50Z,CUST_003756,SES_84263094,desktop,email,IN,MH,returning,6300.0,INR,credit_card,Mastercard,2,expired_card,payment,0.074,0.073,0.84,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008209,2026-08-21T17:01:56Z,CUST_001789,SES_13297055,mobile,social,IN,GJ,new,3550.0,INR,net_banking,None,1,customer_abandonment,price,0.027,0.36,0.8,treatment,4_percent_discount,0.04,142.0,593.18,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008210,2026-08-21T17:13:36Z,CUST_000336,SES_70500266,mobile,organic,IN,MH,high_value,73200.0,INR,wallet,None,1,customer_abandonment,price,0.062,0.071,0.87,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008211,2026-08-21T17:20:44Z,CUST_001677,SES_20219390,desktop,paid_search,IN,TG,new,1250.0,INR,wallet,None,1,technical_error,technical,0.041,0.298,0.92,treatment,payment_retry,0.0,0.0,185.87,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008212,2026-08-21T17:32:19Z,CUST_000588,SES_15989021,mobile,email,IN,KA,returning,2800.0,INR,upi,None,3,customer_abandonment,price,0.08,0.303,0.75,treatment,personalized_offer,0.0,0.0,423.34,10.0,1,2800.0,2118.88,1054.0,158,v4.3.0-prod,EXP_003
CHK_008213,2026-08-21T17:34:40Z,CUST_001875,SES_74924672,mobile,referral,IN,WB,new,11000.0,INR,credit_card,Mastercard,1,bank_decline,payment,0.012,0.27,0.93,treatment,payment_retry,0.0,0.0,1816.88,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008214,2026-08-21T17:46:13Z,CUST_001838,SES_96455553,mobile,social,IN,KA,price_sensitive,3000.0,INR,credit_card,Mastercard,2,bank_decline,payment,0.015,0.33,0.9,treatment,alternative_payment,0.0,0.0,474.61,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008215,2026-08-21T18:12:35Z,CUST_002084,SES_87148614,mobile,social,IN,TN,new,1050.0,INR,upi,None,1,technical_error,technical,0.035,0.259,0.84,treatment,payment_retry,0.0,0.0,118.69,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008216,2026-08-21T18:13:05Z,CUST_001997,SES_80078635,desktop,organic,IN,DL,returning,3850.0,INR,upi,None,1,insufficient_funds,payment,0.061,0.323,0.84,treatment,alternative_payment,0.0,0.0,637.23,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008217,2026-08-21T18:29:03Z,CUST_000631,SES_22271676,mobile,organic,IN,MH,high_value,21900.0,INR,debit_card,Mastercard,1,expired_card,payment,0.05,0.262,0.86,treatment,personalized_offer,0.0,0.0,3161.81,10.0,1,21900.0,17962.87,8312.0,391,v4.3.0-prod,EXP_003
CHK_008218,2026-08-21T18:33:39Z,CUST_000300,SES_43858580,mobile,email,IN,MH,returning,2150.0,INR,upi,None,1,insufficient_funds,payment,0.055,0.406,0.82,treatment,alternative_payment,0.0,0.0,344.69,20.0,1,2150.0,1887.7,797.0,278,v4.3.0-prod,EXP_003
CHK_008219,2026-08-21T18:55:59Z,CUST_000628,SES_19797491,mobile,email,IN,MH,returning,6850.0,INR,upi,None,1,customer_abandonment,price,0.072,0.417,0.8,treatment,4_percent_discount,0.04,274.0,1002.99,25.0,1,6576.0,5432.08,2304.0,895,v4.3.0-prod,EXP_003
CHK_008220,2026-08-21T19:02:52Z,CUST_000605,SES_96146882,mobile,social,IN,MH,new,9050.0,INR,upi,None,1,customer_abandonment,price,0.027,0.373,0.84,treatment,8_percent_discount,0.08,724.0,1408.94,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008221,2026-08-21T19:08:04Z,CUST_000809,SES_17823733,desktop,direct,IN,TN,new,4100.0,INR,debit_card,Visa,1,bank_decline,payment,0.016,0.296,0.89,treatment,alternative_payment,0.0,0.0,543.77,20.0,1,4100.0,3890.77,1538.0,265,v4.3.0-prod,EXP_003
CHK_008222,2026-08-21T19:08:29Z,CUST_000613,SES_19867194,mobile,paid_search,IN,KA,new,3350.0,INR,upi,None,1,insufficient_funds,payment,0.012,0.361,0.85,treatment,alternative_payment,0.0,0.0,544.47,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008223,2026-08-21T19:18:21Z,CUST_000670,SES_11079605,mobile,email,IN,TN,returning,4300.0,INR,upi,None,2,authentication_failure,technical,0.088,0.356,0.91,treatment,payment_retry,0.0,0.0,568.9,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008224,2026-08-21T19:19:34Z,CUST_001756,SES_99398116,desktop,direct,IN,GJ,price_sensitive,1800.0,INR,debit_card,Visa,2,customer_abandonment,price,0.038,0.33,0.86,treatment,2_percent_discount,0.02,36.0,296.7,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008225,2026-08-21T19:28:21Z,CUST_001030,SES_21691310,mobile,paid_search,IN,DL,new,5100.0,INR,debit_card,Visa,1,insufficient_funds,payment,0.012,0.24,0.84,treatment,alternative_payment,0.0,0.0,650.4,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008226,2026-08-21T19:29:08Z,CUST_001375,SES_21597731,mobile,email,IN,GJ,new,3050.0,INR,credit_card,Mastercard,2,bank_decline,payment,0.018,0.348,0.83,treatment,alternative_payment,0.0,0.0,434.44,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008227,2026-08-21T19:37:05Z,CUST_002434,SES_12094412,mobile,paid_search,IN,TG,returning,10200.0,INR,credit_card,Visa,2,bank_decline,payment,0.063,0.382,0.87,treatment,alternative_payment,0.0,0.0,1603.95,20.0,1,10200.0,8665.05,3856.0,169,v4.3.0-prod,EXP_003
CHK_008228,2026-08-21T19:42:30Z,CUST_001911,SES_58688323,mobile,social,IN,GJ,price_sensitive,950.0,INR,wallet,None,2,customer_abandonment,price,0.032,0.486,0.82,treatment,4_percent_discount,0.04,38.0,142.75,25.0,0,0.0,0.0,-25.0,,v4.3.0-prod,EXP_003
CHK_008229,2026-08-21T19:46:45Z,CUST_000862,SES_34838804,mobile,direct,IN,MH,new,3250.0,INR,upi,None,1,insufficient_funds,payment,0.012,0.291,0.82,treatment,alternative_payment,0.0,0.0,526.34,20.0,1,3250.0,3087.5,1215.0,472,v4.3.0-prod,EXP_003
CHK_008230,2026-08-21T19:49:39Z,CUST_000169,SES_81144585,mobile,paid_search,IN,DL,new,1450.0,INR,debit_card,RuPay,1,customer_abandonment,price,0.027,0.02,0.76,control,none,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.0,,v4.3.0-prod,EXP_003
CHK_008231,2026-08-21T19:51:18Z,CUST_003855,SES_49732886,mobile,organic,IN,DL,returning,1950.0,INR,credit_card,Visa,2,authentication_failure,technical,0.088,0.349,0.92,treatment,payment_retry,0.0,0.0,277.63,20.0,0,0.0,0.0,-20.0,,v4.3.0-prod,EXP_003
CHK_008232,2026-08-21T20:01:36Z,CUST_001215,SES_20534550,mobile,paid_search,IN,MH,new,6200.0,INR,credit_card,Visa,3,customer_abandonment,price,0.035,0.259,0.78,treatment,urgency_message,0.0,0.0,770.44,10.0,0,0.0,0.0,-10.0,,v4.3.0-prod,EXP_003
CHK_008233,2026-08-21T20:05:01Z,CUST_000339,SES_98138701,mobile,referral,IN,WB,new,3100.0,INR,credit_card,Visa,1,customer_abandonment,price,0.027,0.314,0.79,treatment,personalized_offer,0.0,0.0,347.62,10.0,1,3100.0,2796.58,1168.0,33,v4.3.0-prod,EXP_003
CHK_008234,2026-08-21T20:10:35Z,CUST_003094,SES_40433532,mobile,direct,IN,KA,returning,5800.0,INR,credit_card,Mastercard,1,customer_abandonment,price,0.072,0.403,0.81,treatment,8_percent_discount,0.08,464.0,837.87,25.0,1,5336.0,4462.09,1715.0,138,v4.3.0-prod,EXP_003
